"","subj","item","pos","word","RT","newCond","newSubj"
"4006",7,34,0,"Die",852,"a","S101"
"4007",7,34,1,"Cousine",1022,"a","S101"
"4008",7,34,2,"der",794,"a","S101"
"4009",7,34,3,"Schriftstellerin,",1625,"a","S101"
"4010",7,34,4,"die",1025,"a","S101"
"4011",7,34,5,"eine",667,"a","S101"
"4012",7,34,6,"tragische",942,"a","S101"
"4013",7,34,7,"Vergangenheit",684,"a","S101"
"4014",7,34,8,"hatte,",2518,"a","S101"
"4015",7,34,9,"fährt",887,"a","S101"
"4016",7,34,10,"einen",427,"a","S101"
"4017",7,34,11,"BMW.",2388,"a","S101"
"4276",7,33,0,"Die",466,"a","S101"
"4277",7,33,1,"Mentorin",710,"a","S101"
"4278",7,33,2,"der",553,"a","S101"
"4279",7,33,3,"Doktorandin,",965,"a","S101"
"4280",7,33,4,"die",728,"a","S101"
"4281",7,33,5,"zwei",475,"a","S101"
"4282",7,33,6,"kleine",397,"a","S101"
"4283",7,33,7,"Kinder",364,"a","S101"
"4284",7,33,8,"hatte,",1153,"a","S101"
"4285",7,33,9,"war",346,"a","S101"
"4286",7,33,10,"kurz",319,"a","S101"
"4287",7,33,11,"vor",406,"a","S101"
"4288",7,33,12,"dem",331,"a","S101"
"4289",7,33,13,"Verzweifeln.",786,"a","S101"
"4361",7,10,0,"Die",622,"a","S101"
"4362",7,10,1,"Sekretärin",779,"a","S101"
"4363",7,10,2,"der",492,"a","S101"
"4364",7,10,3,"Direktorin,",1588,"a","S101"
"4365",7,10,4,"die",418,"a","S101"
"4366",7,10,5,"außergewöhnlich",449,"a","S101"
"4367",7,10,6,"grosse",430,"a","S101"
"4368",7,10,7,"Ohren",422,"a","S101"
"4369",7,10,8,"hatte,",518,"a","S101"
"4370",7,10,9,"überlegt",368,"a","S101"
"4371",7,10,10,"sich",311,"a","S101"
"4372",7,10,11,"zu",324,"a","S101"
"4373",7,10,12,"kündigen.",6279,"a","S101"
"4386",7,9,0,"Die",820,"a","S101"
"4387",7,9,1,"Trainerin",666,"a","S101"
"4388",7,9,2,"der",366,"a","S101"
"4389",7,9,3,"Athletin,",544,"a","S101"
"4390",7,9,4,"die",456,"a","S101"
"4391",7,9,5,"einen",412,"a","S101"
"4392",7,9,6,"fürchterlichen",399,"a","S101"
"4393",7,9,7,"Schnupfen",657,"a","S101"
"4394",7,9,8,"hatte,",356,"a","S101"
"4395",7,9,9,"verlangte",369,"a","S101"
"4396",7,9,10,"immer",393,"a","S101"
"4397",7,9,11,"maximale",352,"a","S101"
"4398",7,9,12,"Leistung.",981,"a","S101"
"4412",7,21,0,"Die",475,"a","S101"
"4413",7,21,1,"Assistentin",513,"a","S101"
"4414",7,21,2,"der",468,"a","S101"
"4415",7,21,3,"Zahnärztin,",449,"a","S101"
"4416",7,21,4,"die",543,"a","S101"
"4417",7,21,5,"einen",2003,"a","S101"
"4418",7,21,6,"eigenwilligen",279,"a","S101"
"4419",7,21,7,"Haarschnitt",930,"a","S101"
"4420",7,21,8,"hatte,",1110,"a","S101"
"4421",7,21,9,"war",332,"a","S101"
"4422",7,21,10,"sehr",223,"a","S101"
"4423",7,21,11,"selbstbewußt.",733,"a","S101"
"4436",7,22,0,"Die",521,"a","S101"
"4437",7,22,1,"Tutorin",550,"a","S101"
"4438",7,22,2,"der",430,"a","S101"
"4439",7,22,3,"Studentin,",420,"a","S101"
"4440",7,22,4,"die",416,"a","S101"
"4441",7,22,5,"überschäumend",381,"a","S101"
"4442",7,22,6,"gute",383,"a","S101"
"4443",7,22,7,"Laune",360,"a","S101"
"4444",7,22,8,"hatte,",295,"a","S101"
"4445",7,22,9,"hatte",366,"a","S101"
"4446",7,22,10,"die",332,"a","S101"
"4447",7,22,11,"Regelstudienzeit",734,"a","S101"
"4448",7,22,12,"schon",504,"a","S101"
"4449",7,22,13,"lange",324,"a","S101"
"4450",7,22,14,"überschritten.",4444,"a","S101"
"2671",4,13,0,"Die",405,"a","S102"
"2672",4,13,1,"Bedienstete",504,"a","S102"
"2673",4,13,2,"der",460,"a","S102"
"2674",4,13,3,"Gräfin,",501,"a","S102"
"2675",4,13,4,"die",466,"a","S102"
"2676",4,13,5,"extrem",559,"a","S102"
"2677",4,13,6,"laute",461,"a","S102"
"2678",4,13,7,"Kinder",475,"a","S102"
"2679",4,13,8,"hatte,",472,"a","S102"
"2680",4,13,9,"konnte",449,"a","S102"
"2681",4,13,10,"nicht",493,"a","S102"
"2682",4,13,11,"mehr.",410,"a","S102"
"2768",4,12,0,"Die",309,"a","S102"
"2769",4,12,1,"Schwiegertochter",391,"a","S102"
"2770",4,12,2,"der",436,"a","S102"
"2771",4,12,3,"Gittaristin,",434,"a","S102"
"2772",4,12,4,"die",444,"a","S102"
"2773",4,12,5,"einen",402,"a","S102"
"2774",4,12,6,"ausgezeichneten",425,"a","S102"
"2775",4,12,7,"Geschmack",459,"a","S102"
"2776",4,12,8,"hatte,",428,"a","S102"
"2777",4,12,9,"lachte",495,"a","S102"
"2778",4,12,10,"eigentlich",432,"a","S102"
"2779",4,12,11,"ständig.",362,"a","S102"
"2838",4,24,0,"Die",333,"a","S102"
"2839",4,24,1,"Patientin",441,"a","S102"
"2840",4,24,2,"der",560,"a","S102"
"2841",4,24,3,"Logopädin,",613,"a","S102"
"2842",4,24,4,"die",459,"a","S102"
"2843",4,24,5,"eine",456,"a","S102"
"2844",4,24,6,"sportliche",483,"a","S102"
"2845",4,24,7,"Figur",447,"a","S102"
"2846",4,24,8,"hatte,",424,"a","S102"
"2847",4,24,9,"spielte",424,"a","S102"
"2848",4,24,10,"sehr",427,"a","S102"
"2849",4,24,11,"gerne",402,"a","S102"
"2850",4,24,12,"Klavier.",421,"a","S102"
"2929",4,25,0,"Die",354,"a","S102"
"2930",4,25,1,"Tante",430,"a","S102"
"2931",4,25,2,"der",418,"a","S102"
"2932",4,25,3,"Kassiererin,",600,"a","S102"
"2933",4,25,4,"die",465,"a","S102"
"2934",4,25,5,"ein",436,"a","S102"
"2935",4,25,6,"auffälliges",474,"a","S102"
"2936",4,25,7,"Muttermal",460,"a","S102"
"2937",4,25,8,"hatte,",465,"a","S102"
"2938",4,25,9,"hat",410,"a","S102"
"2939",4,25,10,"das",396,"a","S102"
"2940",4,25,11,"Rauchen",426,"a","S102"
"2941",4,25,12,"aufgegeben.",334,"a","S102"
"3054",4,36,0,"Die",327,"a","S102"
"3055",4,36,1,"Visagistin",383,"a","S102"
"3056",4,36,2,"der",416,"a","S102"
"3057",4,36,3,"Bürgermeisterin,",366,"a","S102"
"3058",4,36,4,"die",397,"a","S102"
"3059",4,36,5,"beeindruckend",360,"a","S102"
"3060",4,36,6,"viel",388,"a","S102"
"3061",4,36,7,"Ehrgeiz",438,"a","S102"
"3062",4,36,8,"hatte,",371,"a","S102"
"3063",4,36,9,"schrieb",402,"a","S102"
"3064",4,36,10,"Gedichte.",362,"a","S102"
"3077",4,1,0,"Die",330,"a","S102"
"3078",4,1,1,"Schwester",410,"a","S102"
"3079",4,1,2,"der",390,"a","S102"
"3080",4,1,3,"Schneiderin,",426,"a","S102"
"3081",4,1,4,"die",422,"a","S102"
"3082",4,1,5,"hübsche",411,"a","S102"
"3083",4,1,6,"schwarze",448,"a","S102"
"3084",4,1,7,"Locken",462,"a","S102"
"3085",4,1,8,"hatte,",451,"a","S102"
"3086",4,1,9,"hat",390,"a","S102"
"3087",4,1,10,"sich",458,"a","S102"
"3088",4,1,11,"verlobt.",501,"a","S102"
"4500",8,33,0,"Die",633,"a","S103"
"4501",8,33,1,"Mentorin",772,"a","S103"
"4502",8,33,2,"der",852,"a","S103"
"4503",8,33,3,"Doktorandin,",2191,"a","S103"
"4504",8,33,4,"die",894,"a","S103"
"4505",8,33,5,"zwei",662,"a","S103"
"4506",8,33,6,"kleine",800,"a","S103"
"4507",8,33,7,"Kinder",535,"a","S103"
"4508",8,33,8,"hatte,",2249,"a","S103"
"4509",8,33,9,"war",2404,"a","S103"
"4510",8,33,10,"kurz",1016,"a","S103"
"4511",8,33,11,"vor",648,"a","S103"
"4512",8,33,12,"dem",645,"a","S103"
"4513",8,33,13,"Verzweifeln.",1581,"a","S103"
"4514",8,20,0,"Die",691,"a","S103"
"4515",8,20,1,"Retterin",876,"a","S103"
"4516",8,20,2,"der",543,"a","S103"
"4517",8,20,3,"Verunglückten,",1448,"a","S103"
"4518",8,20,4,"die",684,"a","S103"
"4519",8,20,5,"eine",661,"a","S103"
"4520",8,20,6,"schöne",649,"a","S103"
"4521",8,20,7,"Wohnung",981,"a","S103"
"4522",8,20,8,"hatte,",1117,"a","S103"
"4523",8,20,9,"bekam",592,"a","S103"
"4524",8,20,10,"eine",917,"a","S103"
"4525",8,20,11,"Auszeichnung.",800,"a","S103"
"4526",8,21,0,"Die",722,"a","S103"
"4527",8,21,1,"Assistentin",1293,"a","S103"
"4528",8,21,2,"der",1072,"a","S103"
"4529",8,21,3,"Zahnärztin,",807,"a","S103"
"4530",8,21,4,"die",876,"a","S103"
"4531",8,21,5,"einen",505,"a","S103"
"4532",8,21,6,"eigenwilligen",885,"a","S103"
"4533",8,21,7,"Haarschnitt",885,"a","S103"
"4534",8,21,8,"hatte,",1734,"a","S103"
"4535",8,21,9,"war",597,"a","S103"
"4536",8,21,10,"sehr",488,"a","S103"
"4537",8,21,11,"selbstbewußt.",871,"a","S103"
"4747",8,9,0,"Die",672,"a","S103"
"4748",8,9,1,"Trainerin",759,"a","S103"
"4749",8,9,2,"der",626,"a","S103"
"4750",8,9,3,"Athletin,",1589,"a","S103"
"4751",8,9,4,"die",616,"a","S103"
"4752",8,9,5,"einen",314,"a","S103"
"4753",8,9,6,"fürchterlichen",887,"a","S103"
"4754",8,9,7,"Schnupfen",526,"a","S103"
"4755",8,9,8,"hatte,",679,"a","S103"
"4756",8,9,9,"verlangte",779,"a","S103"
"4757",8,9,10,"immer",1078,"a","S103"
"4758",8,9,11,"maximale",477,"a","S103"
"4759",8,9,12,"Leistung.",1577,"a","S103"
"4848",8,8,0,"Die",544,"a","S103"
"4849",8,8,1,"Schneiderin",466,"a","S103"
"4850",8,8,2,"der",494,"a","S103"
"4851",8,8,3,"Geschäftsfrau,",1231,"a","S103"
"4852",8,8,4,"die",543,"a","S103"
"4853",8,8,5,"sehr",853,"a","S103"
"4854",8,8,6,"schwarzen",589,"a","S103"
"4855",8,8,7,"Humor",635,"a","S103"
"4856",8,8,8,"hatte,",482,"a","S103"
"4857",8,8,9,"lachte",477,"a","S103"
"4858",8,8,10,"viel.",1095,"a","S103"
"4871",8,32,0,"Die",752,"a","S103"
"4872",8,32,1,"Agentin",772,"a","S103"
"4873",8,32,2,"der",592,"a","S103"
"4874",8,32,3,"Sängerin,",736,"a","S103"
"4875",8,32,4,"die",655,"a","S103"
"4876",8,32,5,"einige",606,"a","S103"
"4877",8,32,6,"silbergraue",322,"a","S103"
"4878",8,32,7,"Strähnen",783,"a","S103"
"4879",8,32,8,"hatte,",389,"a","S103"
"4880",8,32,9,"wurde",516,"a","S103"
"4881",8,32,10,"wegen",542,"a","S103"
"4882",8,32,11,"Drogenbesitz",680,"a","S103"
"4883",8,32,12,"festgenommen.",846,"a","S103"
"7566",15,13,0,"Die",455,"a","S104"
"7567",15,13,1,"Bedienstete",1329,"a","S104"
"7568",15,13,2,"der",410,"a","S104"
"7569",15,13,3,"Gräfin,",787,"a","S104"
"7570",15,13,4,"die",1749,"a","S104"
"7571",15,13,5,"extrem",863,"a","S104"
"7572",15,13,6,"laute",659,"a","S104"
"7573",15,13,7,"Kinder",504,"a","S104"
"7574",15,13,8,"hatte,",999,"a","S104"
"7575",15,13,9,"konnte",409,"a","S104"
"7576",15,13,10,"nicht",556,"a","S104"
"7577",15,13,11,"mehr.",723,"a","S104"
"7602",15,2,0,"Die",378,"a","S104"
"7603",15,2,1,"Buchhalterin",1146,"a","S104"
"7604",15,2,2,"der",357,"a","S104"
"7605",15,2,3,"Unternehmerin,",870,"a","S104"
"7606",15,2,4,"die",2823,"a","S104"
"7607",15,2,5,"viel",506,"a","S104"
"7608",15,2,6,"goldenen",507,"a","S104"
"7609",15,2,7,"Schmuck",381,"a","S104"
"7610",15,2,8,"hat,",929,"a","S104"
"7611",15,2,9,"hat",370,"a","S104"
"7612",15,2,10,"momentan",401,"a","S104"
"7613",15,2,11,"Urlaub.",1725,"a","S104"
"7739",15,25,0,"Die",361,"a","S104"
"7740",15,25,1,"Tante",562,"a","S104"
"7741",15,25,2,"der",392,"a","S104"
"7742",15,25,3,"Kassiererin,",471,"a","S104"
"7743",15,25,4,"die",528,"a","S104"
"7744",15,25,5,"ein",437,"a","S104"
"7745",15,25,6,"auffälliges",310,"a","S104"
"7746",15,25,7,"Muttermal",780,"a","S104"
"7747",15,25,8,"hatte,",361,"a","S104"
"7748",15,25,9,"hat",1233,"a","S104"
"7749",15,25,10,"das",414,"a","S104"
"7750",15,25,11,"Rauchen",429,"a","S104"
"7751",15,25,12,"aufgegeben.",958,"a","S104"
"7752",15,1,0,"Die",453,"a","S104"
"7753",15,1,1,"Schwester",437,"a","S104"
"7754",15,1,2,"der",503,"a","S104"
"7755",15,1,3,"Schneiderin,",1326,"a","S104"
"7756",15,1,4,"die",413,"a","S104"
"7757",15,1,5,"hübsche",1198,"a","S104"
"7758",15,1,6,"schwarze",473,"a","S104"
"7759",15,1,7,"Locken",464,"a","S104"
"7760",15,1,8,"hatte,",702,"a","S104"
"7761",15,1,9,"hat",567,"a","S104"
"7762",15,1,10,"sich",601,"a","S104"
"7763",15,1,11,"verlobt.",1228,"a","S104"
"7861",15,26,0,"Die",480,"a","S104"
"7862",15,26,1,"Freundin",572,"a","S104"
"7863",15,26,2,"der",522,"a","S104"
"7864",15,26,3,"Tänzerin,",748,"a","S104"
"7865",15,26,4,"die",408,"a","S104"
"7866",15,26,5,"eine",535,"a","S104"
"7867",15,26,6,"unheilbare",848,"a","S104"
"7868",15,26,7,"Krankheit",349,"a","S104"
"7869",15,26,8,"hatte,",407,"a","S104"
"7870",15,26,9,"hört",705,"a","S104"
"7871",15,26,10,"gerne",430,"a","S104"
"7872",15,26,11,"Rockmusik.",430,"a","S104"
"7885",15,14,0,"Die",473,"a","S104"
"7886",15,14,1,"Klassenlehrerin",1147,"a","S104"
"7887",15,14,2,"der",383,"a","S104"
"7888",15,14,3,"Schülerin,",1203,"a","S104"
"7889",15,14,4,"die",402,"a","S104"
"7890",15,14,5,"mehrere",375,"a","S104"
"7891",15,14,6,"langhaarige",424,"a","S104"
"7892",15,14,7,"Hunde",622,"a","S104"
"7893",15,14,8,"hatte,",410,"a","S104"
"7894",15,14,9,"mag",386,"a","S104"
"7895",15,14,10,"ausgefallene",714,"a","S104"
"7896",15,14,11,"Brillen.",709,"a","S104"
"9419",19,12,0,"Die",251,"b","S105"
"9420",19,12,1,"Schwiegertochter",291,"b","S105"
"9421",19,12,2,"des",835,"b","S105"
"9422",19,12,3,"Gittaristen,",301,"b","S105"
"9423",19,12,4,"der",705,"b","S105"
"9424",19,12,5,"einen",422,"b","S105"
"9425",19,12,6,"ausgezeichneten",363,"b","S105"
"9426",19,12,7,"Geschmack",559,"b","S105"
"9427",19,12,8,"hatte,",607,"b","S105"
"9428",19,12,9,"lachte",463,"b","S105"
"9429",19,12,10,"eigentlich",1188,"b","S105"
"9430",19,12,11,"ständig.",706,"b","S105"
"9479",19,36,0,"Die",285,"b","S105"
"9480",19,36,1,"Visagistin",228,"b","S105"
"9481",19,36,2,"des",236,"b","S105"
"9482",19,36,3,"Bürgermeisters,",313,"b","S105"
"9483",19,36,4,"der",700,"b","S105"
"9484",19,36,5,"beeindruckend",301,"b","S105"
"9485",19,36,6,"viel",416,"b","S105"
"9486",19,36,7,"Ehrgeiz",438,"b","S105"
"9487",19,36,8,"hatte,",1177,"b","S105"
"9488",19,36,9,"schrieb",415,"b","S105"
"9489",19,36,10,"Gedichte.",753,"b","S105"
"9576",19,11,0,"Die",424,"b","S105"
"9577",19,11,1,"Vertraute",497,"b","S105"
"9578",19,11,2,"des",419,"b","S105"
"9579",19,11,3,"Richters,",843,"b","S105"
"9580",19,11,4,"der",360,"b","S105"
"9581",19,11,5,"viele",314,"b","S105"
"9582",19,11,6,"gute",377,"b","S105"
"9583",19,11,7,"Einfälle",255,"b","S105"
"9584",19,11,8,"hatte,",713,"b","S105"
"9585",19,11,9,"kannte",278,"b","S105"
"9586",19,11,10,"viele",528,"b","S105"
"9587",19,11,11,"Geheimnisse.",698,"b","S105"
"9600",19,35,0,"Die",331,"b","S105"
"9601",19,35,1,"Optikerin",260,"b","S105"
"9602",19,35,2,"des",281,"b","S105"
"9603",19,35,3,"Verkäufers,",289,"b","S105"
"9604",19,35,4,"der",616,"b","S105"
"9605",19,35,5,"eine",292,"b","S105"
"9606",19,35,6,"schwerwiegende",297,"b","S105"
"9607",19,35,7,"Depression",894,"b","S105"
"9608",19,35,8,"hatte,",397,"b","S105"
"9609",19,35,9,"wurde",346,"b","S105"
"9610",19,35,10,"überfallen.",582,"b","S105"
"9654",19,23,0,"Die",256,"b","S105"
"9655",19,23,1,"Steuerberaterin",273,"b","S105"
"9656",19,23,2,"des",478,"b","S105"
"9657",19,23,3,"Psychologen,",236,"b","S105"
"9658",19,23,4,"der",436,"b","S105"
"9659",19,23,5,"beschämend",349,"b","S105"
"9660",19,23,6,"vernachlässigte",419,"b","S105"
"9661",19,23,7,"Zähne",1192,"b","S105"
"9662",19,23,8,"hatte,",884,"b","S105"
"9663",19,23,9,"hat",728,"b","S105"
"9664",19,23,10,"eine",585,"b","S105"
"9665",19,23,11,"Stauballergie.",1074,"b","S105"
"9715",19,24,0,"Die",416,"b","S105"
"9716",19,24,1,"Patientin",763,"b","S105"
"9717",19,24,2,"des",344,"b","S105"
"9718",19,24,3,"Logopäden,",1215,"b","S105"
"9719",19,24,4,"der",266,"b","S105"
"9720",19,24,5,"eine",295,"b","S105"
"9721",19,24,6,"sportliche",387,"b","S105"
"9722",19,24,7,"Figur",341,"b","S105"
"9723",19,24,8,"hatte,",594,"b","S105"
"9724",19,24,9,"spielte",340,"b","S105"
"9725",19,24,10,"sehr",370,"b","S105"
"9726",19,24,11,"gerne",455,"b","S105"
"9727",19,24,12,"Klavier.",3765,"b","S105"
"1893",2,4,0,"Die",264,"b","S106"
"1894",2,4,1,"Kollegin",257,"b","S106"
"1895",2,4,2,"des",324,"b","S106"
"1896",2,4,3,"Detektiven,",343,"b","S106"
"1897",2,4,4,"der",437,"b","S106"
"1898",2,4,5,"einen",485,"b","S106"
"1899",2,4,6,"großen",293,"b","S106"
"1900",2,4,7,"Hund",629,"b","S106"
"1901",2,4,8,"hatte,",283,"b","S106"
"1902",2,4,9,"hatte",332,"b","S106"
"1903",2,4,10,"öfter",492,"b","S106"
"1904",2,4,11,"Probleme",370,"b","S106"
"1905",2,4,12,"mit",328,"b","S106"
"1906",2,4,13,"dem",326,"b","S106"
"1907",2,4,14,"Finanzamt.",369,"b","S106"
"1908",2,16,0,"Die",298,"b","S106"
"1909",2,16,1,"Managerin",283,"b","S106"
"1910",2,16,2,"des",314,"b","S106"
"1911",2,16,3,"Künstlers,",357,"b","S106"
"1912",2,16,4,"der",597,"b","S106"
"1913",2,16,5,"kristallklare",347,"b","S106"
"1914",2,16,6,"blaue",299,"b","S106"
"1915",2,16,7,"Augen",274,"b","S106"
"1916",2,16,8,"hat,",297,"b","S106"
"1917",2,16,9,"ist",647,"b","S106"
"1918",2,16,10,"noch",295,"b","S106"
"1919",2,16,11,"recht",308,"b","S106"
"1920",2,16,12,"unerfahren.",311,"b","S106"
"2045",2,5,0,"Die",239,"b","S106"
"2046",2,5,1,"Tochter",244,"b","S106"
"2047",2,5,2,"des",230,"b","S106"
"2048",2,5,3,"Forschers,",241,"b","S106"
"2049",2,5,4,"der",249,"b","S106"
"2050",2,5,5,"schwere",267,"b","S106"
"2051",2,5,6,"gesundheitliche",222,"b","S106"
"2052",2,5,7,"Probleme",262,"b","S106"
"2053",2,5,8,"hatte,",258,"b","S106"
"2054",2,5,9,"spielte",278,"b","S106"
"2055",2,5,10,"gerne",246,"b","S106"
"2056",2,5,11,"Schach.",313,"b","S106"
"2117",2,29,0,"Die",293,"b","S106"
"2118",2,29,1,"Stylistin",272,"b","S106"
"2119",2,29,2,"des",287,"b","S106"
"2120",2,29,3,"Schauspielers,",284,"b","S106"
"2121",2,29,4,"der",307,"b","S106"
"2122",2,29,5,"große",305,"b","S106"
"2123",2,29,6,"finanzielle",294,"b","S106"
"2124",2,29,7,"Probleme",273,"b","S106"
"2125",2,29,8,"hatte,",278,"b","S106"
"2126",2,29,9,"trug",289,"b","S106"
"2127",2,29,10,"eine",296,"b","S106"
"2128",2,29,11,"Perücke.",274,"b","S106"
"2178",2,28,0,"Die",229,"b","S106"
"2179",2,28,1,"Reisefüherin",266,"b","S106"
"2180",2,28,2,"des",225,"b","S106"
"2181",2,28,3,"Touristen,",261,"b","S106"
"2182",2,28,4,"der",295,"b","S106"
"2183",2,28,5,"eine",292,"b","S106"
"2184",2,28,6,"dicke",261,"b","S106"
"2185",2,28,7,"Hornbrille",251,"b","S106"
"2186",2,28,8,"hatte,",245,"b","S106"
"2187",2,28,9,"bekam",278,"b","S106"
"2188",2,28,10,"ständig",241,"b","S106"
"2189",2,28,11,"Anrufe.",249,"b","S106"
"2201",2,17,0,"Die",284,"b","S106"
"2202",2,17,1,"Beraterin",259,"b","S106"
"2203",2,17,2,"des",280,"b","S106"
"2204",2,17,3,"Politikers,",270,"b","S106"
"2205",2,17,4,"der",275,"b","S106"
"2206",2,17,5,"einen",294,"b","S106"
"2207",2,17,6,"neuen",274,"b","S106"
"2208",2,17,7,"Audi",269,"b","S106"
"2209",2,17,8,"hatte,",277,"b","S106"
"2210",2,17,9,"hat",296,"b","S106"
"2211",2,17,10,"sich",261,"b","S106"
"2212",2,17,11,"bewährt.",266,"b","S106"
"8011",16,14,0,"Die",472,"b","S107"
"8012",16,14,1,"Klassenlehrerin",1119,"b","S107"
"8013",16,14,2,"des",425,"b","S107"
"8014",16,14,3,"Schülers,",1043,"b","S107"
"8015",16,14,4,"der",427,"b","S107"
"8016",16,14,5,"mehrere",410,"b","S107"
"8017",16,14,6,"langhaarige",658,"b","S107"
"8018",16,14,7,"Hunde",615,"b","S107"
"8019",16,14,8,"hatte,",3094,"b","S107"
"8020",16,14,9,"mag",457,"b","S107"
"8021",16,14,10,"ausgefallene",563,"b","S107"
"8022",16,14,11,"Brillen.",3156,"b","S107"
"8023",16,27,0,"Die",395,"b","S107"
"8024",16,27,1,"Ärztin",443,"b","S107"
"8025",16,27,2,"des",414,"b","S107"
"8026",16,27,3,"Bauern,",1202,"b","S107"
"8027",16,27,4,"der",406,"b","S107"
"8028",16,27,5,"weithin",375,"b","S107"
"8029",16,27,6,"bekannte",396,"b","S107"
"8030",16,27,7,"Vorfahren",597,"b","S107"
"8031",16,27,8,"hatte,",2990,"b","S107"
"8032",16,27,9,"war",400,"b","S107"
"8033",16,27,10,"sehr",397,"b","S107"
"8034",16,27,11,"neugierig.",840,"b","S107"
"8071",16,2,0,"Die",470,"b","S107"
"8072",16,2,1,"Buchhalterin",690,"b","S107"
"8073",16,2,2,"des",405,"b","S107"
"8074",16,2,3,"Unternehmers,",636,"b","S107"
"8075",16,2,4,"die",418,"b","S107"
"8076",16,2,5,"viel",338,"b","S107"
"8077",16,2,6,"goldenen",366,"b","S107"
"8078",16,2,7,"Schmuck",521,"b","S107"
"8079",16,2,8,"hat,",341,"b","S107"
"8080",16,2,9,"hat",331,"b","S107"
"8081",16,2,10,"momentan",387,"b","S107"
"8082",16,2,11,"Urlaub.",867,"b","S107"
"8083",16,26,0,"Die",444,"b","S107"
"8084",16,26,1,"Freundin",492,"b","S107"
"8085",16,26,2,"des",401,"b","S107"
"8086",16,26,3,"Tänzers,",762,"b","S107"
"8087",16,26,4,"der",424,"b","S107"
"8088",16,26,5,"eine",358,"b","S107"
"8089",16,26,6,"unheilbare",393,"b","S107"
"8090",16,26,7,"Krankheit",495,"b","S107"
"8091",16,26,8,"hatte,",417,"b","S107"
"8092",16,26,9,"hört",288,"b","S107"
"8093",16,26,10,"gerne",320,"b","S107"
"8094",16,26,11,"Rockmusik.",641,"b","S107"
"8146",16,15,0,"Die",369,"b","S107"
"8147",16,15,1,"Angestellte",483,"b","S107"
"8148",16,15,2,"des",421,"b","S107"
"8149",16,15,3,"Bäckers,",1490,"b","S107"
"8150",16,15,4,"der",316,"b","S107"
"8151",16,15,5,"regelmässig",434,"b","S107"
"8152",16,15,6,"starke",340,"b","S107"
"8153",16,15,7,"Hustenanfälle",642,"b","S107"
"8154",16,15,8,"hat,",395,"b","S107"
"8155",16,15,9,"überlegt",341,"b","S107"
"8156",16,15,10,"zu",336,"b","S107"
"8157",16,15,11,"kündigen.",659,"b","S107"
"8323",16,3,0,"Die",372,"b","S107"
"8324",16,3,1,"Verlegerin",393,"b","S107"
"8325",16,3,2,"des",501,"b","S107"
"8326",16,3,3,"Autors,",387,"b","S107"
"8327",16,3,4,"der",476,"b","S107"
"8328",16,3,5,"einen",351,"b","S107"
"8329",16,3,6,"österreichischen",506,"b","S107"
"8330",16,3,7,"Akzent",407,"b","S107"
"8331",16,3,8,"hatte,",382,"b","S107"
"8332",16,3,9,"hat",304,"b","S107"
"8333",16,3,10,"sich",358,"b","S107"
"8334",16,3,11,"gemeldet.",604,"b","S107"
"1373",12,6,0,"Die",322,"b","S108"
"1374",12,6,1,"Friseuse",395,"b","S108"
"1375",12,6,2,"des",556,"b","S108"
"1376",12,6,3,"Regisseurs,",428,"b","S108"
"1377",12,6,4,"der",502,"b","S108"
"1378",12,6,5,"einen",392,"b","S108"
"1379",12,6,6,"ausgezeichneten",286,"b","S108"
"1380",12,6,7,"Ruf",542,"b","S108"
"1381",12,6,8,"hatte,",672,"b","S108"
"1382",12,6,9,"ist",412,"b","S108"
"1383",12,6,10,"unbestimmt",427,"b","S108"
"1384",12,6,11,"verzogen.",447,"b","S108"
"1385",12,30,0,"Die",394,"b","S108"
"1386",12,30,1,"Schwägerin",534,"b","S108"
"1387",12,30,2,"des",485,"b","S108"
"1388",12,30,3,"Fotografen,",444,"b","S108"
"1389",12,30,4,"der",485,"b","S108"
"1390",12,30,5,"eine",514,"b","S108"
"1391",12,30,6,"beeindruckende",341,"b","S108"
"1392",12,30,7,"Privatbibliothek",719,"b","S108"
"1393",12,30,8,"hatte,",491,"b","S108"
"1394",12,30,9,"lebte",1165,"b","S108"
"1395",12,30,10,"in",405,"b","S108"
"1396",12,30,11,"Wien.",364,"b","S108"
"1567",12,7,0,"Die",407,"b","S108"
"1568",12,7,1,"Konkurentin",314,"b","S108"
"1569",12,7,2,"des",549,"b","S108"
"1570",12,7,3,"Sportlers,",346,"b","S108"
"1571",12,7,4,"der",499,"b","S108"
"1572",12,7,5,"einen",381,"b","S108"
"1573",12,7,6,"ungewöhnlichen",293,"b","S108"
"1574",12,7,7,"Namen",354,"b","S108"
"1575",12,7,8,"hatte,",400,"b","S108"
"1576",12,7,9,"hat",423,"b","S108"
"1577",12,7,10,"sich",391,"b","S108"
"1578",12,7,11,"verletzt.",626,"b","S108"
"1627",12,18,0,"Die",310,"b","S108"
"1628",12,18,1,"Pflegerin",303,"b","S108"
"1629",12,18,2,"des",315,"b","S108"
"1630",12,18,3,"Rentners,",311,"b","S108"
"1631",12,18,4,"der",303,"b","S108"
"1632",12,18,5,"eine",330,"b","S108"
"1633",12,18,6,"aufdringliche",234,"b","S108"
"1634",12,18,7,"Art",292,"b","S108"
"1635",12,18,8,"hatte,",321,"b","S108"
"1636",12,18,9,"hat",288,"b","S108"
"1637",12,18,10,"letzten",310,"b","S108"
"1638",12,18,11,"Monat",310,"b","S108"
