"","subj","item","pos","word","RT","newCond","newSubj"
"3784",6,31,11,"besonders",510,"e","S5020"
"3785",6,31,12,"gesprächig.",440,"e","S5020"
"3786",6,6,0,"Der",378,"e","S5020"
"3787",6,6,1,"Friseur",435,"e","S5020"
"3788",6,6,2,"der",440,"e","S5020"
"3789",6,6,3,"Regisseurin,",1211,"e","S5020"
"3790",6,6,4,"die",546,"e","S5020"
"3791",6,6,5,"einen",505,"e","S5020"
"3792",6,6,6,"ausgezeichneten",774,"e","S5020"
"3793",6,6,7,"Ruf",537,"e","S5020"
"3794",6,6,8,"hatte,",715,"e","S5020"
"3795",6,6,9,"ist",619,"e","S5020"
"3796",6,6,10,"unbestimmt",632,"e","S5020"
"3797",6,6,11,"verzogen.",710,"e","S5020"
"3835",6,19,0,"Der",405,"e","S5020"
"3836",6,19,1,"Anwalt",451,"e","S5020"
"3837",6,19,2,"der",352,"e","S5020"
"3838",6,19,3,"Angeklagten,",467,"e","S5020"
"3839",6,19,4,"die",463,"e","S5020"
"3840",6,19,5,"kein",401,"e","S5020"
"3841",6,19,6,"bisschen",506,"e","S5020"
"3842",6,19,7,"Anstand",499,"e","S5020"
"3843",6,19,8,"hatte,",505,"e","S5020"
"3844",6,19,9,"hat",494,"e","S5020"
"3845",6,19,10,"sich",580,"e","S5020"
"3846",6,19,11,"verspätet.",453,"e","S5020"
"3860",6,30,0,"Der",379,"e","S5020"
"3861",6,30,1,"Schwager",384,"e","S5020"
"3862",6,30,2,"der",479,"e","S5020"
"3863",6,30,3,"Fotografin,",1051,"e","S5020"
"3864",6,30,4,"die",442,"e","S5020"
"3865",6,30,5,"eine",731,"e","S5020"
"3866",6,30,6,"beeindruckende",596,"e","S5020"
"3867",6,30,7,"Privatbibliothek",775,"e","S5020"
"3868",6,30,8,"hatte,",588,"e","S5020"
"3869",6,30,9,"lebte",493,"e","S5020"
"3870",6,30,10,"in",400,"e","S5020"
"3871",6,30,11,"Wien.",407,"e","S5020"
"71601",14,24,0,"Der",344,"f","S5021"
"71611",14,24,1,"Patient",442,"f","S5021"
"71621",14,24,2,"der",400,"f","S5021"
"71631",14,24,3,"Logopädin,",485,"f","S5021"
"71641",14,24,4,"der",468,"f","S5021"
"71651",14,24,5,"eine",499,"f","S5021"
"71661",14,24,6,"sportliche",445,"f","S5021"
"71671",14,24,7,"Figur",427,"f","S5021"
"71681",14,24,8,"hatte,",400,"f","S5021"
"71691",14,24,9,"spielte",394,"f","S5021"
"71701",14,24,10,"sehr",343,"f","S5021"
"71711",14,24,11,"gerne",322,"f","S5021"
"71721",14,24,12,"Klavier.",781,"f","S5021"
"72331",14,25,0,"Der",434,"f","S5021"
"72341",14,25,1,"Onkel",421,"f","S5021"
"72351",14,25,2,"der",457,"f","S5021"
"72361",14,25,3,"Kassiererin,",611,"f","S5021"
"72371",14,25,4,"der",1081,"f","S5021"
"72381",14,25,5,"ein",879,"f","S5021"
"72391",14,25,6,"auffälliges",433,"f","S5021"
"72401",14,25,7,"Muttermal",465,"f","S5021"
"72411",14,25,8,"hatte,",395,"f","S5021"
"72421",14,25,9,"hat",427,"f","S5021"
"72431",14,25,10,"das",397,"f","S5021"
"72441",14,25,11,"Rauchen",409,"f","S5021"
"72451",14,25,12,"aufgegeben.",377,"f","S5021"
"74401",14,1,0,"Der",348,"f","S5021"
"74411",14,1,1,"Bruder",412,"f","S5021"
"74421",14,1,2,"der",422,"f","S5021"
"74431",14,1,3,"Schneiderin,",478,"f","S5021"
"74441",14,1,4,"der",459,"f","S5021"
"74451",14,1,5,"hübsche",443,"f","S5021"
"74461",14,1,6,"schwarze",411,"f","S5021"
"74471",14,1,7,"Locken",395,"f","S5021"
"74481",14,1,8,"hatte,",396,"f","S5021"
"74491",14,1,9,"hat",406,"f","S5021"
"74501",14,1,10,"sich",399,"f","S5021"
"74511",14,1,11,"verlobt.",468,"f","S5021"
"74921",14,36,0,"Der",404,"f","S5021"
"74931",14,36,1,"Visagist",403,"f","S5021"
"74941",14,36,2,"der",464,"f","S5021"
"74951",14,36,3,"Bürgermeisterin,",583,"f","S5021"
"74961",14,36,4,"der",509,"f","S5021"
"74971",14,36,5,"beeindruckend",406,"f","S5021"
"74981",14,36,6,"viel",474,"f","S5021"
"74991",14,36,7,"Ehrgeiz",479,"f","S5021"
"75001",14,36,8,"hatte,",381,"f","S5021"
"75011",14,36,9,"schrieb",329,"f","S5021"
"75021",14,36,10,"Gedichte.",368,"f","S5021"
"75031",14,12,0,"Der",372,"f","S5021"
"75041",14,12,1,"Schwiegersohn",419,"f","S5021"
"75051",14,12,2,"der",419,"f","S5021"
"75061",14,12,3,"Gittaristin,",458,"f","S5021"
"75071",14,12,4,"der",503,"f","S5021"
"75081",14,12,5,"einen",399,"f","S5021"
"75091",14,12,6,"ausgezeichneten",421,"f","S5021"
"75101",14,12,7,"Geschmack",514,"f","S5021"
"75111",14,12,8,"hatte,",365,"f","S5021"
"75121",14,12,9,"lachte",396,"f","S5021"
"75131",14,12,10,"eigentlich",351,"f","S5021"
"75141",14,12,11,"ständig.",430,"f","S5021"
"75151",14,13,0,"Der",373,"f","S5021"
"75161",14,13,1,"Bedienstete",432,"f","S5021"
"75171",14,13,2,"der",488,"f","S5021"
"75181",14,13,3,"Gräfin,",453,"f","S5021"
"75191",14,13,4,"der",563,"f","S5021"
"75201",14,13,5,"extrem",430,"f","S5021"
"75211",14,13,6,"laute",378,"f","S5021"
"75221",14,13,7,"Kinder",377,"f","S5021"
"75231",14,13,8,"hatte,",374,"f","S5021"
"75241",14,13,9,"konnte",374,"f","S5021"
"75251",14,13,10,"nicht",364,"f","S5021"
"75261",14,13,11,"mehr.",362,"f","S5021"
"110",1,1,0,"Der",422,"f","S5022"
"227",1,1,1,"Bruder",558,"f","S5022"
"310",1,1,2,"der",707,"f","S5022"
"410",1,1,3,"Schneiderin,",500,"f","S5022"
"510",1,1,4,"der",572,"f","S5022"
"610",1,1,5,"hübsche",600,"f","S5022"
"710",1,1,6,"schwarze",510,"f","S5022"
"88",1,1,7,"Locken",605,"f","S5022"
"91",1,1,8,"hatte,",389,"f","S5022"
"101",1,1,9,"hat",523,"f","S5022"
"111",1,1,10,"sich",513,"f","S5022"
"1227",1,1,11,"verlobt.",1183,"f","S5022"
"1541",1,25,0,"Der",425,"f","S5022"
"1551",1,25,1,"Onkel",405,"f","S5022"
"1561",1,25,2,"der",501,"f","S5022"
"15710",1,25,3,"Kassiererin,",1116,"f","S5022"
"15810",1,25,4,"der",474,"f","S5022"
"15910",1,25,5,"ein",444,"f","S5022"
"1603",1,25,6,"auffälliges",513,"f","S5022"
"1611",1,25,7,"Muttermal",464,"f","S5022"
"1621",1,25,8,"hatte,",432,"f","S5022"
"16310",1,25,9,"hat",391,"f","S5022"
"1641",1,25,10,"das",393,"f","S5022"
"1651",1,25,11,"Rauchen",453,"f","S5022"
"1666",1,25,12,"aufgegeben.",548,"f","S5022"
"26410",1,2,0,"Der",402,"f","S5022"
"26510",1,2,1,"Buchhalter",539,"f","S5022"
"26610",1,2,2,"der",217,"f","S5022"
"26710",1,2,3,"Unternehmerin,",1629,"f","S5022"
"26810",1,2,4,"der",951,"f","S5022"
"26910",1,2,5,"viel",759,"f","S5022"
"27010",1,2,6,"goldenen",1731,"f","S5022"
"27110",1,2,7,"Schmuck",461,"f","S5022"
"27210",1,2,8,"hat,",1057,"f","S5022"
"27310",1,2,9,"hat",388,"f","S5022"
"27410",1,2,10,"momentan",402,"f","S5022"
"2756",1,2,11,"Urlaub.",1178,"f","S5022"
"2891",1,26,0,"Der",288,"f","S5022"
"2901",1,26,1,"Freund",344,"f","S5022"
"2911",1,26,2,"der",418,"f","S5022"
"29210",1,26,3,"Tänzerin,",432,"f","S5022"
"29310",1,26,4,"der",505,"f","S5022"
"29410",1,26,5,"eine",387,"f","S5022"
"2955",1,26,6,"unheilbare",471,"f","S5022"
"2961",1,26,7,"Krankheit",423,"f","S5022"
"2979",1,26,8,"hatte,",1078,"f","S5022"
"2981",1,26,9,"hört",494,"f","S5022"
"2991",1,26,10,"gerne",429,"f","S5022"
"3001",1,26,11,"Rockmusik.",698,"f","S5022"
"36310",1,14,0,"Der",390,"f","S5022"
"3648",1,14,1,"Klassenlehrer",396,"f","S5022"
"3651",1,14,2,"der",481,"f","S5022"
"3661",1,14,3,"Schülerin,",612,"f","S5022"
"3671",1,14,4,"der",447,"f","S5022"
"3681",1,14,5,"mehrere",450,"f","S5022"
"36910",1,14,6,"langhaarige",639,"f","S5022"
"37010",1,14,7,"Hunde",349,"f","S5022"
"37110",1,14,8,"hatte,",405,"f","S5022"
"37210",1,14,9,"mag",799,"f","S5022"
"37310",1,14,10,"ausgefallene",1197,"f","S5022"
"3749",1,14,11,"Brillen.",1197,"f","S5022"
"4341",1,13,0,"Der",329,"f","S5022"
"4351",1,13,1,"Bedienstete",338,"f","S5022"
"43610",1,13,2,"der",378,"f","S5022"
"43710",1,13,3,"Gräfin,",315,"f","S5022"
"43810",1,13,4,"der",428,"f","S5022"
"43910",1,13,5,"extrem",252,"f","S5022"
"44010",1,13,6,"laute",365,"f","S5022"
"44110",1,13,7,"Kinder",281,"f","S5022"
"4424",1,13,8,"hatte,",343,"f","S5022"
"4431",1,13,9,"konnte",597,"f","S5022"
"44410",1,13,10,"nicht",362,"f","S5022"
"44510",1,13,11,"mehr.",535,"f","S5022"
"67512",24,2,0,"Der",393,"f","S5023"
"67522",24,2,1,"Buchhalter",684,"f","S5023"
"67532",24,2,2,"der",479,"f","S5023"
"67542",24,2,3,"Unternehmerin,",2333,"f","S5023"
"67552",24,2,4,"der",1108,"f","S5023"
"67562",24,2,5,"viel",463,"f","S5023"
"67572",24,2,6,"goldenen",447,"f","S5023"
"67582",24,2,7,"Schmuck",1191,"f","S5023"
"67592",24,2,8,"hat,",375,"f","S5023"
"67602",24,2,9,"hat",2066,"f","S5023"
"67612",24,2,10,"momentan",574,"f","S5023"
"67622",24,2,11,"Urlaub.",3266,"f","S5023"
"67872",24,14,0,"Der",397,"f","S5023"
"67882",24,14,1,"Klassenlehrer",783,"f","S5023"
"67892",24,14,2,"der",331,"f","S5023"
"67902",24,14,3,"Schülerin,",669,"f","S5023"
"67912",24,14,4,"der",357,"f","S5023"
"67922",24,14,5,"mehrere",637,"f","S5023"
"67932",24,14,6,"langhaarige",325,"f","S5023"
"67942",24,14,7,"Hunde",929,"f","S5023"
"67952",24,14,8,"hatte,",434,"f","S5023"
"67962",24,14,9,"mag",448,"f","S5023"
"67972",24,14,10,"ausgefallene",414,"f","S5023"
"67982",24,14,11,"Brillen.",1024,"f","S5023"
"68112",24,27,0,"Der",398,"f","S5023"
"68122",24,27,1,"Arzt",532,"f","S5023"
"68132",24,27,2,"der",415,"f","S5023"
"68142",24,27,3,"Bäuerin,",823,"f","S5023"
"68152",24,27,4,"der",1599,"f","S5023"
"68162",24,27,5,"weithin",850,"f","S5023"
"68172",24,27,6,"bekannte",731,"f","S5023"
"68182",24,27,7,"Vorfahren",529,"f","S5023"
"68192",24,27,8,"hatte,",753,"f","S5023"
"68202",24,27,9,"war",899,"f","S5023"
"68212",24,27,10,"sehr",458,"f","S5023"
"68222",24,27,11,"neugierig.",575,"f","S5023"
"68972",24,26,0,"Der",310,"f","S5023"
"68982",24,26,1,"Freund",464,"f","S5023"
"68992",24,26,2,"der",302,"f","S5023"
"69002",24,26,3,"Tänzerin,",370,"f","S5023"
"69012",24,26,4,"der",406,"f","S5023"
"69022",24,26,5,"eine",537,"f","S5023"
"69032",24,26,6,"unheilbare",744,"f","S5023"
"69042",24,26,7,"Krankheit",383,"f","S5023"
"69052",24,26,8,"hatte,",395,"f","S5023"
"69062",24,26,9,"hört",442,"f","S5023"
"69072",24,26,10,"gerne",321,"f","S5023"
"69082",24,26,11,"Rockmusik.",766,"f","S5023"
"69332",24,3,0,"Der",501,"f","S5023"
"69342",24,3,1,"Verleger",642,"f","S5023"
"69352",24,3,2,"der",370,"f","S5023"
"69362",24,3,3,"Autorin,",1319,"f","S5023"
"69372",24,3,4,"der",319,"f","S5023"
"69382",24,3,5,"einen",308,"f","S5023"
"69392",24,3,6,"österreichischen",323,"f","S5023"
"69402",24,3,7,"Akzent",527,"f","S5023"
"69412",24,3,8,"hatte,",411,"f","S5023"
"69422",24,3,9,"hat",515,"f","S5023"
"69432",24,3,10,"sich",430,"f","S5023"
"69442",24,3,11,"gemeldet.",1169,"f","S5023"
"70962",24,15,0,"Der",362,"f","S5023"
"70972",24,15,1,"Angestellte",318,"f","S5023"
"70982",24,15,2,"der",364,"f","S5023"
"70992",24,15,3,"Bäckerin,",388,"f","S5023"
"71002",24,15,4,"der",459,"f","S5023"
"71012",24,15,5,"regelmässig",307,"f","S5023"
"71022",24,15,6,"starke",484,"f","S5023"
"71032",24,15,7,"Hustenanfälle",787,"f","S5023"
"71042",24,15,8,"hat,",422,"f","S5023"
"71052",24,15,9,"überlegt",520,"f","S5023"
"71062",24,15,10,"zu",399,"f","S5023"
"71072",24,15,11,"kündigen.",865,"f","S5023"
"84711",17,10,0,"Der",365,"f","S5024"
"84721",17,10,1,"Sekretär",349,"f","S5024"
"84731",17,10,2,"der",345,"f","S5024"
"84741",17,10,3,"Direktorin,",341,"f","S5024"
"84751",17,10,4,"der",359,"f","S5024"
"84761",17,10,5,"außergewöhnlich",329,"f","S5024"
"84771",17,10,6,"grosse",357,"f","S5024"
"84781",17,10,7,"Ohren",331,"f","S5024"
"84791",17,10,8,"hatte,",319,"f","S5024"
"84801",17,10,9,"überlegt",337,"f","S5024"
"84811",17,10,10,"sich",317,"f","S5024"
"84821",17,10,11,"zu",310,"f","S5024"
"84831",17,10,12,"kündigen.",326,"f","S5024"
"85821",17,21,0,"Der",302,"f","S5024"
"85831",17,21,1,"Assistent",272,"f","S5024"
"85841",17,21,2,"der",288,"f","S5024"
"85851",17,21,3,"Zahnärztin,",280,"f","S5024"
"85861",17,21,4,"der",315,"f","S5024"
"85871",17,21,5,"einen",274,"f","S5024"
"85881",17,21,6,"eigenwilligen",296,"f","S5024"
"85891",17,21,7,"Haarschnitt",289,"f","S5024"
"85901",17,21,8,"hatte,",304,"f","S5024"
"85911",17,21,9,"war",291,"f","S5024"
"85921",17,21,10,"sehr",293,"f","S5024"
"85931",17,21,11,"selbstbewußt.",316,"f","S5024"
"86061",17,33,0,"Der",299,"f","S5024"
"86071",17,33,1,"Mentor",260,"f","S5024"
"86081",17,33,2,"der",285,"f","S5024"
"86091",17,33,3,"Doktorandin,",279,"f","S5024"
"86101",17,33,4,"der",292,"f","S5024"
"86111",17,33,5,"zwei",268,"f","S5024"
"86121",17,33,6,"kleine",277,"f","S5024"
"86131",17,33,7,"Kinder",275,"f","S5024"
"86141",17,33,8,"hatte,",280,"f","S5024"
"86151",17,33,9,"war",275,"f","S5024"
"86161",17,33,10,"kurz",302,"f","S5024"
"86171",17,33,11,"vor",265,"f","S5024"
"86181",17,33,12,"dem",283,"f","S5024"
"86191",17,33,13,"Verzweifeln.",298,"f","S5024"
"86671",17,34,0,"Der",301,"f","S5024"
"86681",17,34,1,"Cousin",297,"f","S5024"
"86691",17,34,2,"der",271,"f","S5024"
"86701",17,34,3,"Schriftstellerin,",303,"f","S5024"
"86711",17,34,4,"der",282,"f","S5024"
"86721",17,34,5,"eine",296,"f","S5024"
"86731",17,34,6,"tragische",265,"f","S5024"
"86741",17,34,7,"Vergangenheit",274,"f","S5024"
"86751",17,34,8,"hatte,",293,"f","S5024"
"86761",17,34,9,"fährt",261,"f","S5024"
"86771",17,34,10,"einen",307,"f","S5024"
"86781",17,34,11,"BMW.",356,"f","S5024"
"87531",17,9,0,"Der",322,"f","S5024"
"87541",17,9,1,"Trainer",300,"f","S5024"
"87551",17,9,2,"der",299,"f","S5024"
"87561",17,9,3,"Athletin,",287,"f","S5024"
"87571",17,9,4,"der",326,"f","S5024"
"87581",17,9,5,"einen",314,"f","S5024"
"87591",17,9,6,"fürchterlichen",276,"f","S5024"
"87601",17,9,7,"Schnupfen",332,"f","S5024"
"87611",17,9,8,"hatte,",338,"f","S5024"
"87621",17,9,9,"verlangte",331,"f","S5024"
"87631",17,9,10,"immer",349,"f","S5024"
"87641",17,9,11,"maximale",315,"f","S5024"
"87651",17,9,12,"Leistung.",337,"f","S5024"
"87661",17,22,0,"Der",388,"f","S5024"
"87671",17,22,1,"Tutor",359,"f","S5024"
"87681",17,22,2,"der",376,"f","S5024"
"87691",17,22,3,"Studentin,",348,"f","S5024"
"87701",17,22,4,"der",346,"f","S5024"
"87711",17,22,5,"überschäumend",324,"f","S5024"
"87721",17,22,6,"gute",366,"f","S5024"
"87731",17,22,7,"Laune",337,"f","S5024"
"87741",17,22,8,"hatte,",352,"f","S5024"
"87751",17,22,9,"hatte",330,"f","S5024"
"87761",17,22,10,"die",321,"f","S5024"
"87771",17,22,11,"Regelstudienzeit",354,"f","S5024"
"87781",17,22,12,"schon",695,"f","S5024"
"87791",17,22,13,"langen",376,"f","S5024"
"87801",17,22,14,"überschritten.",433,"f","S5024"
"45002",8,33,0,"Die",636,"a","S601"
"45012",8,33,1,"Mentorin",766,"a","S601"
"45022",8,33,2,"der",852,"a","S601"
"45032",8,33,3,"Doktorandin,",2193,"a","S601"
"45042",8,33,4,"die",894,"a","S601"
"45052",8,33,5,"zwei",660,"a","S601"
"45062",8,33,6,"kleine",801,"a","S601"
"45072",8,33,7,"Kinder",530,"a","S601"
"45082",8,33,8,"hatte,",2253,"a","S601"
"45092",8,33,9,"war",2409,"a","S601"
"45102",8,33,10,"kurz",1012,"a","S601"
"45112",8,33,11,"vor",652,"a","S601"
"45122",8,33,12,"dem",636,"a","S601"
"45132",8,33,13,"Verzweifeln.",1587,"a","S601"
"45142",8,20,0,"Die",696,"a","S601"
"45152",8,20,1,"Retterin",878,"a","S601"
"45162",8,20,2,"der",547,"a","S601"
"45172",8,20,3,"Verunglückten,",1451,"a","S601"
"45182",8,20,4,"die",682,"a","S601"
"45192",8,20,5,"eine",659,"a","S601"
"45202",8,20,6,"schöne",645,"a","S601"
"45212",8,20,7,"Wohnung",976,"a","S601"
"45222",8,20,8,"hatte,",1124,"a","S601"
"45232",8,20,9,"bekam",595,"a","S601"
"45242",8,20,10,"eine",913,"a","S601"
"45252",8,20,11,"Auszeichnung.",792,"a","S601"
"45262",8,21,0,"Die",718,"a","S601"
"45272",8,21,1,"Assistentin",1285,"a","S601"
"45282",8,21,2,"der",1072,"a","S601"
"45292",8,21,3,"Zahnärztin,",803,"a","S601"
"45302",8,21,4,"die",870,"a","S601"
"45312",8,21,5,"einen",508,"a","S601"
"45322",8,21,6,"eigenwilligen",882,"a","S601"
"45332",8,21,7,"Haarschnitt",889,"a","S601"
"45342",8,21,8,"hatte,",1732,"a","S601"
"45352",8,21,9,"war",598,"a","S601"
"45362",8,21,10,"sehr",479,"a","S601"
"45372",8,21,11,"selbstbewußt.",861,"a","S601"
"47472",8,9,0,"Die",656,"a","S601"
"47482",8,9,1,"Trainerin",764,"a","S601"
"47492",8,9,2,"der",621,"a","S601"
"47502",8,9,3,"Athletin,",1590,"a","S601"
"47512",8,9,4,"die",606,"a","S601"
"47522",8,9,5,"einen",306,"a","S601"
"47532",8,9,6,"fürchterlichen",898,"a","S601"
"47542",8,9,7,"Schnupfen",534,"a","S601"
"47552",8,9,8,"hatte,",680,"a","S601"
"47562",8,9,9,"verlangte",787,"a","S601"
"47572",8,9,10,"immer",1080,"a","S601"
"47582",8,9,11,"maximale",480,"a","S601"
"47592",8,9,12,"Leistung.",1572,"a","S601"
"48482",8,8,0,"Die",539,"a","S601"
"48492",8,8,1,"Schneiderin",469,"a","S601"
"48502",8,8,2,"der",495,"a","S601"
"48512",8,8,3,"Geschäftsfrau,",1234,"a","S601"
"48522",8,8,4,"die",545,"a","S601"
"48532",8,8,5,"sehr",853,"a","S601"
"48542",8,8,6,"schwarzen",588,"a","S601"
"48552",8,8,7,"Humor",627,"a","S601"
"48562",8,8,8,"hatte,",485,"a","S601"
"48572",8,8,9,"lachte",484,"a","S601"
"48582",8,8,10,"viel.",1090,"a","S601"
"48712",8,32,0,"Die",743,"a","S601"
"48722",8,32,1,"Agentin",766,"a","S601"
"48732",8,32,2,"der",592,"a","S601"
"48742",8,32,3,"Sängerin,",717,"a","S601"
"48752",8,32,4,"die",657,"a","S601"
"48762",8,32,5,"einige",607,"a","S601"
"48772",8,32,6,"silbergraue",330,"a","S601"
"48782",8,32,7,"Strähnen",781,"a","S601"
"48792",8,32,8,"hatte,",377,"a","S601"
"48802",8,32,9,"wurde",520,"a","S601"
"48812",8,32,10,"wegen",544,"a","S601"
"48822",8,32,11,"Drogenbesitz",682,"a","S601"
"48832",8,32,12,"festgenommen.",843,"a","S601"
"1409",12,17,0,"Die",383,"a","S602"
"1410",12,17,1,"Beraterin",362,"a","S602"
"1411",12,17,2,"der",375,"a","S602"
"1412",12,17,3,"Politikerin,",411,"a","S602"
"1413",12,17,4,"die",463,"a","S602"
"1414",12,17,5,"einen",378,"a","S602"
"1415",12,17,6,"neuen",428,"a","S602"
"1416",12,17,7,"Audi",377,"a","S602"
"1417",12,17,8,"hatte,",386,"a","S602"
"1418",12,17,9,"hat",419,"a","S602"
"1419",12,17,10,"sich",416,"a","S602"
"1420",12,17,11,"bewährt.",578,"a","S602"
"1495",12,16,0,"Die",396,"a","S602"
"1496",12,16,1,"Managerin",526,"a","S602"
"1497",12,16,2,"der",445,"a","S602"
"1498",12,16,3,"Künstlerin,",392,"a","S602"
"1499",12,16,4,"die",552,"a","S602"
"1500",12,16,5,"kristallklare",434,"a","S602"
"1501",12,16,6,"blaue",485,"a","S602"
"1502",12,16,7,"Augen",415,"a","S602"
"1503",12,16,8,"hat,",377,"a","S602"
"1504",12,16,9,"ist",402,"a","S602"
"1505",12,16,10,"noch",353,"a","S602"
"1506",12,16,11,"recht",379,"a","S602"
"1507",12,16,12,"unerfahren.",502,"a","S602"
"16031",12,29,0,"Die",305,"a","S602"
"1604",12,29,1,"Stylistin",320,"a","S602"
"1605",12,29,2,"der",313,"a","S602"
"1606",12,29,3,"Schauspielerin,",288,"a","S602"
"1607",12,29,4,"die",265,"a","S602"
"1608",12,29,5,"große",250,"a","S602"
"1609",12,29,6,"finanzielle",251,"a","S602"
"1610",12,29,7,"Probleme",296,"a","S602"
"16111",12,29,8,"hatte,",259,"a","S602"
"1612",12,29,9,"trug",299,"a","S602"
"1613",12,29,10,"eine",297,"a","S602"
"1614",12,29,11,"Perücke.",281,"a","S602"
"16661",12,4,0,"Die",350,"a","S602"
"1667",12,4,1,"Kollegin",308,"a","S602"
"1668",12,4,2,"der",320,"a","S602"
"1669",12,4,3,"Detektivin,",286,"a","S602"
"1670",12,4,4,"die",363,"a","S602"
"1671",12,4,5,"einen",267,"a","S602"
"1672",12,4,6,"großen",314,"a","S602"
"1673",12,4,7,"Hund",278,"a","S602"
"1674",12,4,8,"hatte,",349,"a","S602"
"1675",12,4,9,"hatte",342,"a","S602"
"1676",12,4,10,"öfter",373,"a","S602"
"1677",12,4,11,"Probleme",341,"a","S602"
"1678",12,4,12,"mit",332,"a","S602"
"1679",12,4,13,"dem",344,"a","S602"
"1680",12,4,14,"Finanzamt.",583,"a","S602"
"1730",12,5,0,"Die",314,"a","S602"
"1731",12,5,1,"Tochter",267,"a","S602"
"1732",12,5,2,"der",278,"a","S602"
"1733",12,5,3,"Forscherin,",248,"a","S602"
"1734",12,5,4,"die",283,"a","S602"
"1735",12,5,5,"schwere",301,"a","S602"
"1736",12,5,6,"gesundheitliche",318,"a","S602"
"1737",12,5,7,"Probleme",327,"a","S602"
"1738",12,5,8,"hatte,",307,"a","S602"
"1739",12,5,9,"spielte",349,"a","S602"
"1740",12,5,10,"gerne",320,"a","S602"
"1741",12,5,11,"Schach.",324,"a","S602"
"1754",12,28,0,"Die",294,"a","S602"
"1755",12,28,1,"Reisefüherin",287,"a","S602"
"1756",12,28,2,"der",257,"a","S602"
"1757",12,28,3,"Touristin,",270,"a","S602"
"1758",12,28,4,"die",268,"a","S602"
"1759",12,28,5,"eine",277,"a","S602"
"1760",12,28,6,"dicke",284,"a","S602"
"1761",12,28,7,"Hornbrille",223,"a","S602"
"1762",12,28,8,"hatte,",241,"a","S602"
"1763",12,28,9,"bekam",261,"a","S602"
"1764",12,28,10,"ständig",344,"a","S602"
"1765",12,28,11,"Anrufe.",454,"a","S602"
"75661",15,13,0,"Die",459,"a","S603"
"75671",15,13,1,"Bedienstete",1332,"a","S603"
"75681",15,13,2,"der",412,"a","S603"
"75691",15,13,3,"Gräfin,",784,"a","S603"
"75701",15,13,4,"die",1747,"a","S603"
"75711",15,13,5,"extrem",864,"a","S603"
"75721",15,13,6,"laute",653,"a","S603"
"75731",15,13,7,"Kinder",498,"a","S603"
"75741",15,13,8,"hatte,",1004,"a","S603"
"75751",15,13,9,"konnte",408,"a","S603"
"75761",15,13,10,"nicht",555,"a","S603"
"75771",15,13,11,"mehr.",727,"a","S603"
"76021",15,2,0,"Die",378,"a","S603"
"76031",15,2,1,"Buchhalterin",1142,"a","S603"
"76041",15,2,2,"der",360,"a","S603"
"76051",15,2,3,"Unternehmerin,",869,"a","S603"
"76061",15,2,4,"die",2821,"a","S603"
"76071",15,2,5,"viel",499,"a","S603"
"76081",15,2,6,"goldenen",507,"a","S603"
"76091",15,2,7,"Schmuck",382,"a","S603"
"76101",15,2,8,"hat,",946,"a","S603"
"76111",15,2,9,"hat",374,"a","S603"
"76121",15,2,10,"momentan",406,"a","S603"
"76131",15,2,11,"Urlaub.",1729,"a","S603"
"77391",15,25,0,"Die",354,"a","S603"
"77401",15,25,1,"Tante",570,"a","S603"
"77411",15,25,2,"der",391,"a","S603"
"77421",15,25,3,"Kassiererin,",479,"a","S603"
"77431",15,25,4,"die",527,"a","S603"
"77441",15,25,5,"ein",432,"a","S603"
"77451",15,25,6,"auffälliges",300,"a","S603"
"77461",15,25,7,"Muttermal",789,"a","S603"
"77471",15,25,8,"hatte,",356,"a","S603"
"77481",15,25,9,"hat",1236,"a","S603"
"77491",15,25,10,"das",412,"a","S603"
"77501",15,25,11,"Rauchen",435,"a","S603"
"77511",15,25,12,"aufgegeben.",954,"a","S603"
"77521",15,1,0,"Die",453,"a","S603"
"77531",15,1,1,"Schwester",442,"a","S603"
"77541",15,1,2,"der",497,"a","S603"
"77551",15,1,3,"Schneiderin,",1328,"a","S603"
"77561",15,1,4,"die",408,"a","S603"
"77571",15,1,5,"hübsche",1192,"a","S603"
"77581",15,1,6,"schwarze",469,"a","S603"
"77591",15,1,7,"Locken",459,"a","S603"
"77601",15,1,8,"hatte,",707,"a","S603"
"77611",15,1,9,"hat",572,"a","S603"
"77621",15,1,10,"sich",599,"a","S603"
"77631",15,1,11,"verlobt.",1223,"a","S603"
"78611",15,26,0,"Die",473,"a","S603"
"78621",15,26,1,"Freundin",567,"a","S603"
"78631",15,26,2,"der",530,"a","S603"
"78641",15,26,3,"Tänzerin,",750,"a","S603"
"78651",15,26,4,"die",401,"a","S603"
"78661",15,26,5,"eine",546,"a","S603"
"78671",15,26,6,"unheilbare",849,"a","S603"
"78681",15,26,7,"Krankheit",349,"a","S603"
"78691",15,26,8,"hatte,",416,"a","S603"
"78701",15,26,9,"hört",706,"a","S603"
"78711",15,26,10,"gerne",422,"a","S603"
"78721",15,26,11,"Rockmusik.",438,"a","S603"
"78851",15,14,0,"Die",475,"a","S603"
"78861",15,14,1,"Klassenlehrerin",1148,"a","S603"
"78871",15,14,2,"der",390,"a","S603"
"78881",15,14,3,"Schülerin,",1202,"a","S603"
"78891",15,14,4,"die",403,"a","S603"
"78901",15,14,5,"mehrere",368,"a","S603"
"78911",15,14,6,"langhaarige",427,"a","S603"
